교량명,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,소재지도로명주소,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,시설물종별등급구분,상부구조형식,Type,,상하행선분리여부,교량연장,교량폭,높이,통행하중,제한속도,가변속도제한유무,제한차량,차로수,교량준공년도,최종안전점검일자,최종안전점검결과,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
월매1교,99,농어촌도로,면도4-101,3,15,청송군,,경상북도 청송군 현동면 월매리 321,36.232521,129.020016,36.232335,129.019699,3,단순C''oncrcs,Slab,,N,30,6.5,2,18,, ,,2,1993,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
월매2교,99,농어촌도로,면도4-101,3,15,청송군,,경상북도 청송군 현동면 월매리 837,36.232062,129.019676,36.231917,129.019684,3,단순C''oncrcs,Slab,,N,8,6.5,2.1,18,, ,,2,1993,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
월매3교,99,농어촌도로,면도4-101,3,15,청송군,,경상북도 청송군 현동면 월매리 산48,36.21894,129.013424,36.218837,129.013705,3,단순C''oncrcs,Slab,,N,10,6.6,2.5,18,, ,,2,1993,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
천천교,99,농어촌도로,면도5-101,3,15,청송군,,경상북도 청송군 현서면 천천리 1001-39,36.259475,128.901359,36.259449,128.901802,3,3경간연속RCS,Slab,,N,40,8,3.1,24,, ,,2,1995,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
보광교,99,농어촌도로,면도5-102,3,15,청송군,,경상북도 청송군 현서면 수락리 산21-19,36.228202,128.961345,36.227703,128.962119,99,3경간연속PCS,,1,N,40,8,3.1,24,, ,,2,1995,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
말암교,99,농어촌도로,면도5-102,3,15,청송군,,경상북도 청송군 현서면 무계리 산3-1,36.226549,128.966618,36.225612,128.967959,99,8경간연속PCS,,1,N,280,8.9,20,24,, ,,2,2013,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
독지교,99,농어촌도로,면도5-102,3,15,청송군,,경상북도 청송군 현서면 무계리 산13-3,36.22034,128.973574,36.219076,128.975097,99,1경간단순PCS빔,Girder,,N,40,8.9,20,24,, ,,2,2013,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
중뜸교,99,농어촌도로,면도5-102,3,15,청송군,,경상북도 청송군 현서면 무계리 402-3,36.215198,128.976969,36.214932,128.976966,99,1경간단순PCS빔,Girder,,N,45,8.9,10,24,, ,,2,2013,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
칠목교,99,농어촌도로,면도5-102,3,15,청송군,,경상북도 청송군 현서면 무계리 646-1,36.187659,128.983361,36.187542,128.983251,3,1경간단순PCS빔,Girder,,N,13,12,3.5,24,, ,,2,2002,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
성백교,99,농어촌도로,면도6-101,3,15,청송군,,경상북도 청송군 안덕면 성재리 647-5,36.2458971,128.954931,36.245746,128.95488,3,단순C''oncrcs,Slab,,N,20,6,1.7,13.5,, ,,2,1987,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
석장골교,99,농어촌도로,면도8-101,3,15,청송군,,경상북도 청송군 진보면 부곡리 234-5,36.570065,129.015058,36.570171,129.015034,3,단순C''oncRCT,,1,N,30,4.6,2.2,13.5,, ,,2,1986,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
가메골교,99,농어촌도로,리도1-201,3,15,청송군,,경상북도 청송군 청송읍 부곡리 185-1,36.448622,129.089007,36.448607,129.089163,3,파형강판RCS,Slab,,N,14.13,6,3.8,24,, ,,2,2004,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
샘골교,99,농어촌도로,리도1-203,3,15,청송군,,경상북도 청송군 청송읍 거대리 99-2,36.427178,129.120411,36.427122,129.120693,3,2경간연속RA,,2,N,22,7.5,4.2,24,, ,,2,1997,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
샘골2교,99,농어촌도로,리도1-203,3,15,청송군,,경상북도 청송군 청송읍 거대리 산9-3,36.425542,129.125247,36.425477,129.12555,3,2경간연속RA,,2,N,22,7.6,4,24,, ,,2,1998,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
사부실교,99,농어촌도로,리도2-201,3,15,청송군,,경상북도 청송군 부동면 하의리 780-13,36.382793,129.10521,36.382923,129.105817,3,4경간연속RCS,Slab,,N,60,7.5,7.5,24,, ,,2,2004,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
부일교,99,농어촌도로,리도2-206,3,15,청송군,,경상북도 청송군 부동면 부일리 590-1,36.367441,129.133987,36.367277,129.133786,3,2경간단순RCS,Slab,,N,24,7.5,2.7,24,, ,,2,1995,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
신점교,99,농어촌도로,리도2-206,3,15,청송군,,경상북도 청송군 부동면 신점리 713,36.352569,129.114434,36.352318,129.114177,3,7경간단순RCS,Slab,,N,56,4,1.8,13.5,, ,,2,1987,2018-01-01,D,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
하마교,99,농어촌도로,리도2-206,3,15,청송군,,경상북도 청송군 부동면 부일리 1177,36.355529,129.117404,36.355384,129.117074,3,2경간단순RCS,Slab,,N,24,7.5,2.7,24,, ,,2,2001,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
홍원교,99,농어촌도로,리도3-202,3,15,청송군,,경상북도 청송군 부남면 홍원리 564,36.331857,129.070722,36.331092,129.07128,3,6경간연속RCS,Slab,,N,90,6,4,13.5,, ,,2,1978,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
무덤실교,99,농어촌도로,리도3-204,3,15,청송군,,경상북도 청송군 부남면 화장리 82-1,36.318076,129.160098,36.318201,129.160272,3,1경간단순RCS,Slab,,N,8.3,4,3.5,13.5,, ,,2,1998,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
갈미교,99,농어촌도로,리도3-203,3,15,청송군,,경상북도 청송군 부남면 이현리 402,36.290106,129.192604,36.290214,129.192719,99,2경간단순RCS,Slab,,N,58.13,7.5,4,24,, ,,2,2012,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
하속교,99,농어촌도로,리도3-203,3,15,청송군,,경상북도 청송군 부남면 하속리 523-1,36.310804,129.097283,36.310664,129.097034,3,1경간단순RCS,Slab,,N,15.1,7,2.2,24,, ,,2,1999,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
신촌교,99,농어촌도로,리도3-205,3,15,청송군,,경상북도 청송군 부남면 양숙리 1020-31,36.279176,129.135692,36.279557,129.13597,3,2경간연속+단순슬래,,1,N,41.7,6,2.7,13.5,, ,,2,1992,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
신촌2교,99,농어촌도로,리도3-205,3,15,청송군,,경상북도 청송군 부남면 양숙리1020-1,36.275697,129.141045,36.275074,129.141088,3,8경간단순RCS,Slab,,N,64,4.4,3,13.5,, ,,2,1987,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
눌인교,99,농어촌도로,리도4-201,3,15,청송군,,경상북도 청송군 현동면 눌인리 708-2,36.261275,129.039218,36.260981,129.039233,3,4경간단순RCS,Slab,,N,32,4.7,2.4,13.5,, ,,2,1974,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
도곡교,99,농어촌도로,리도4-203,3,15,청송군,,경상북도 청송군 현동면 인지리 282,36.307412,129.004104,36.307243,129.003836,3,10경간단순RCS,Slab,,N,90,5.1,2,13.5,, ,,2,1980,2018-01-01,D,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
고덕교,99,농어촌도로,리도5-202,3,15,청송군,,경상북도 청송군 현서면 모계리 223-2,36.240505,128.90051,36.240284,128.900633,3,3경간단순RCS,Slab,,N,29.5,4.5,2,13.5,, ,,2,1988,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
신당교,99,농어촌도로,리도5-202,3,15,청송군,,경상북도 청송군 현서면 모계리 458-1,36.228692,128.89754,36.228668,128.89787,3,4경간단순RCS,Slab,,N,26.2,5.8,2.1,13.5,, ,,2,1979,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
파성교,99,농어촌도로,리도5-203,3,15,청송군,,경상북도 청송군 현서면 두현리 923,36.289217,128.91998,36.288996,128.920173,3,RC3경간연속슬래브교,Slab,,N,50,7.5,5,24,, ,,2,2004,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
구억교,99,농어촌도로,리도5-204,3,15,청송군,,경상북도 청송군 현서면 덕계리 46-2,36.289167,128.910772,36.289046,128.910542,3,3경간연속RCS,Slab,,N,40,7,4.8,24,, ,,2,1999,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
조듬이교,99,농어촌도로,리도5-207,3,15,청송군,,경상북도 청송군 현서면 무계리 448,36.207794,128.978181,36.20797621,128.978312,3,2경간단순RCS,Slab,,N,22,6.5,6,24,, ,,2,2003,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
구산교,99,농어촌도로,리도5-207,3,15,청송군,,경상북도 청송군 현서면 구산리 57-1,36.279236,128.897003,36.279474,128.897081,3,RC4경간연속슬래브교,Slab,,N,60,7,5.15,24,, ,,2,2002,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
노래교,99,농어촌도로,리도6-201,3,15,청송군,,경상북도 청송군 안덕면 노래리 673-7,36.355386,129.016991,36.355617,129.016779,3,2경간연속RCS,Slab,,N,24,7,2.6,24,, ,,2,1996,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
문거교,99,농어촌도로,리도6-204,3,15,청송군,,경상북도 청송군 안덕면 문거리 734-4,36.303591,128.986459,36.303595,128.986582,99,1경간단순RCS,Slab,,N,11.8,5.9,2.1,13.5,, ,,2,1980,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
우지2교,99,농어촌도로,리도6-205,3,15,청송군,,경상북도 청송군 안덕면 문거리 714,36.306247,128.985657,36.306111,128.98559,3,1경간단순RCS,Slab,,N,15,6.5,3,13.5,, ,,2,1992,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
우지교,99,농어촌도로,리도6-205,3,15,청송군,,경상북도 청송군 안덕면 문거리693-1,36.308293,128.984333,36.307897,128.984548,3,7경간연속RCS,Slab,,N,105,6,3.2,18,, ,,2,1991,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
명당3교,99,농어촌도로,리도6-209,3,15,청송군,,경상북도 청송군 안덕면 명당리 167-4,36.299724,128.962141,36.29948,128.962203,99,4경간연속RCS,Slab,,N,50,9,4,24,, ,,2,2016,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
헌실교,99,농어촌도로,리도6-202,3,15,청송군,,경상북도 청송군 안덕면 근곡리 624-3,36.336179,129.000522,36.336494,129.001356,3,2경간연속RCS,Slab,,N,85,6.5,4.5,24,, ,,2,2000,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
덕성교,99,농어촌도로,리도6-206,3,15,청송군,,경상북도 청송군 안덕면 덕성리 238-2,36.266251,128.959326,36.266303,128.959565,3,3경간연속RCS,Slab,,N,90,5.5,3.5,24,, ,,2,2000,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
감곡교,99,농어촌도로,리도7-208,3,15,청송군,,경상북도 청송군 파천면 신기리 443,36.484194,129.036401,36.484295,129.036677,3,9경간단순RCS,Slab,,N,72,4.7,2,13.5,, ,,2,1987,2018-01-01,D,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
수정2교,99,농어촌도로,리도7-203,3,15,청송군,,경상북도 청송군 파천면 송강리 49,36.504384,129.043932,36.504442,129.044093,99,1경간단순RCS,Slab,,N,14.4,7.5,2.8,24,, ,,2,2009,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
수정교,99,농어촌도로,리도7-203,3,15,청송군,,경상북도 청송군 파천면 송강리 128-2,36.501378,129.037706,36.501384,129.037977,99,2경간단순RCS,Slab,,N,20,8,2.5,24,, ,,2,2011,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
황목교,99,농어촌도로,리도7-205,3,15,청송군,,경상북도 청송군 파천면 황목리 83,36.472896,129.023495,36.472426,129.022886,3,3경간연속RCS,Slab,,N,126,6,4.2,24,, ,,2,1993,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
신촌교,99,농어촌도로,리도8-205,3,15,청송군,,경상북도 청송군 진보면 신촌리 182-2,36.495431,129.118451,36.495164,129.118404,3,2경간단순RCS,Slab,,N,20,6.7,2.4,13.5,, ,,2,1987,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
괴정2교,99,농어촌도로,리도8-205,3,15,청송군,,경상북도 청송군 진보면 괴정리 799,36.493836,129.118085,36.493605,129.118262,99,단순C''onct-beam,,1,N,30,7.5,3.5,18,, ,,2,2013,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
괴정1교,99,농어촌도로,리도8-205,3,15,청송군,,경상북도 청송군 진보면 괴정리 798,36.492989,129.11738,36.492901,129.117635,99,2경간단순RCS,Slab,,N,15.9,4.5,3.5,13.5,, ,,2,1980,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
등골1교,99,농어촌도로,리도8-205,3,15,청송군,,경상북도 청송군 진보면 괴정리 637-3,36.483019,129.12026,36.482777,129.120378,99,2경간단순RCS,Slab,,N,19,4.4,2.6,13.5,, ,,2,1980,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
등골2교,99,농어촌도로,리도8-205,3,15,청송군,,경상북도 청송군  진보면 괴정리 577-1,36.479284,129.12109,36.479034,129.121189,99,2경간연속RCS,Slab,,N,32.96,7,6.5,24,, ,,2,2008,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
남각산교,99,농어촌도로,리도8-204,3,15,청송군,,경상북도 청송군 진보면 고현리 산29-1,36.511882,129.095731,36.511791,129.095524,3,1경간단순RCS,Slab,,N,12,6,2.5,24,, ,,2,2005,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
새들교,99,농어촌도로,농도1-303,3,15,청송군,,경상북도 청송군 청송읍 청운리 1227-26,36.400975,129.068281,36.402339,129.068888,99,"3,4경간연속RCS",Slab,,N,145.2,6,4.5,24,, ,,2,1999,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
구미교,99,농어촌도로,농도3-302,3,15,청송군,,경상북도 청송군 부남면 홍원리 924-59,36.326309,129.087263,36.326691,129.087598,3,10경간단순RCS,Slab,,N,95.3,4.4,2.6,13.5,, ,,2,1992,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
우미실교,99,농어촌도로,농도4-306,3,15,청송군,,경상북도 청송군 현동면 눌인리 152-5,36.23416,129.046849,36.233972,129.046374,3,1경간단순RCS,Slab,,N,16.9,6,4,24,, ,,2,2007,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
생초전교,99,농어촌도로,농도5-301,3,15,청송군,,경상북도 청송군 현서면 두현리 1085,36.288208,128.91559,36.287752,128.915772,3,RC4경간연속슬래브교,Slab,,N,60,7.5,4.5,24,, ,,2,2004,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
죽곡교,99,농어촌도로,농도5-303,3,15,청송군,,경상북도 청송군 현서면 화목리 14-3,36.274825,128.892233,36.274881,128.892018,3,2경간단순RCS,Slab,,N,21,6,3.9,24,, ,,2,2004,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
삼실교,99,농어촌도로,농도6-304,3,15,청송군,,경상북도 청송군 안덕면 장전리 1048-3,36.29264,128.969858,36.292592,128.970048,99,1경간단순RCS,Slab,,N,18,6,2.5,24,, ,,2,2009,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
하평교,99,농어촌도로,농도6-307,3,15,청송군,,경상북도 청송군 안덕면 복리 337,36.279152,128.958141,36.279373,128.958761,3,4경간단순RCS,Slab,,N,58,5,2.7,18,, ,,2,1995,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
장전교,99,농어촌도로,농도6-305,3,15,청송군,,경상북도 청송군 안덕면 장전리 1019-23,36.280935,128.980255,36.280777,128.980185,99,1경간단순RCS,Slab,,N,15,5,2.5,18,, ,,2,2010,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
은평1교,99,농어촌도로,농도6-310,3,15,청송군,,경상북도 청송군 안덕면 성재리 22,36.249015,128.974621,36.248905,128.974797,3,1경간단순RCS,Slab,,N,7.2,4.6,2.4,13.5,, ,,2,1993,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
은평2교,99,농어촌도로,농도6-310,3,15,청송군,,경상북도 청송군 안덕면 성재리 38-3,36.249108,128.972879,36.249175,128.973077,3,1경간단순RCS,Slab,,N,7,4.6,2.7,13.5,, ,,2,1993,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
은평3교,99,농어촌도로,농도6-310,3,15,청송군,,경상북도 청송군 안덕면 성재리 산14-3,36.25001,128.971132,36.249843,128.97125,3,1경간단순RCS,Slab,,N,9,4.6,2.6,13.5,, ,,2,1993,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
직동교,99,농어촌도로,농도6-310,3,15,청송군,,경상북도 청송군 안덕면 성재리 532-1,36.252192,128.960984,36.251995,128.962148,3,5경간단순RCS,Slab,,N,88,6.5,3.9,24,, ,,2,2002,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
고무곡교,99,농어촌도로,농도8-307,3,15,청송군,,경상북도 청송군 진보면 부곡리 20,36.573082,129.015137,36.573169,129.015168,3,1경간단순RCS,Slab,,N,9.5,4.4,1.5,13.5,, ,,2,1990,2018-01-01,C,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
시량교,99,농어촌도로,농도8-304,3,15,청송군,,경상북도 청송군 진보면 시량리 980-1,36.539597,129.091429,36.539871,129.091507,3,9경간단순RCS,Slab,,N,81,5,3,24,, ,,2,1990,2018-01-01,B,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
진수곡교,99,농어촌도로,농도8-305,3,15,청송군,,경상북도 청송군 진보면 시량리 184-1,36.530316,129.101866,36.530532,129.102802,3,2경간아치교,Arch,,N,60,6.5,4.5,24,, ,,2,2000,2018-01-01,A,청송군,054-870-6337,2018-08-01,5160000,경상북도 청송군
만성교,99,뿌리공원로,1-44-안영01,3,6,중구,,대전광역시 중구 안영동 71-7,36.284846,127.385186,36.284179,127.386485,3,현수교,Suspension,,N,110,2,8.8,4.9,, ,,1,1997,2018-03-16,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
석교,7,신기로,1-32-057,3,6,중구,,대전광역시 중구 석교동 84-5,36.307362,127.448321,36.307673,127.449329,3,PC I형교,,8,Y,80,15,4.5,24,, ,,2,1986,2018-03-02,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
어남1교,7,단재로,1-32-122,3,6,중구,,대전광역시 중구 정생동 162-2,36.245891,127.405811,36.245462,127.405989,3,RC슬래브교,Slab,,Y,27,10,2.8,24,, ,,2,2004,2018-03-16,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
어남2교,7,단재로,1-32-122,3,6,중구,,대전광역시 중구 정생동 115,36.240635,127.404965,36.240385,127.405212,3,RC슬래브교,Slab,,Y,22,10,4.03,24,, ,,2,2004,2018-03-16,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
선화교,7,선화로,1-23-071,3,6,중구,,대전광역시 중구 은행동 1-1,36.332601,127.425117,36.333007,127.425849,3,RC슬래브교,Slab,,Y,98.1,14,5,18,, ,,2,1976,2018-03-02,C,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
중교,7,중교로,1-21-중교1,3,6,중구,,대전광역시 중구 대흥동 1-1,36.327701,127.430509,36.327934,127.431314,3,PC I형교,,8,Y,75.5,15,5.8,18,, ,,2,1985,2018-03-02,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
은행교,7,대종로,1-42-은행11,3,6,중구,,대전광역시 중구 은행동 66-1,36.328485,127.429846,36.328788,127.430642,3,프리플랙스,Girder,,N,72,9,4.5,24,, ,,1,1997,2018-03-02,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
인창교,7,인창로,1-32-003,3,6,중구,,대전광역시 중구 문창동 10-65,36.323275,127.434035,36.323504,127.434775,3,RC슬래브교,Slab,,Y,72,15,5.5,13.5,, ,,2,1968,2018-03-02,B,대전광역시 중구청,042-606-6823,2018-08-03,3650000,대전광역시 중구
